date,delay,distance,origin,destination
2001-03-29 17:01:00.000000,12,429,TUL,IAH
2001-03-29 17:07:00.000000,20,1038,MCI,PHL
2001-03-29 17:51:00.000000,-9,289,PIT,LEX
2001-03-29 18:43:00.000000,19,403,ORD,MCI
2001-03-29 19:33:00.000000,54,301,BUF,JFK
2001-03-29 20:46:00.000000,38,602,PHX,DEN
2001-03-30 07:11:00.000000,-10,157,ORD,FWA
2001-03-30 08:00:00.000000,-7,328,DFW,ICT
2001-03-30 08:37:00.000000,-1,247,SAT,DFW
2001-03-30 09:35:00.000000,28,946,MEM,EWR
2001-03-30 09:47:00.000000,11,649,DEN,BOI
2001-03-30 10:10:00.000000,-6,1262,STL,PHX
2001-03-30 11:59:00.000000,8,1515,LAS,ORD
2001-03-30 20:44:00.000000,-5,429,IAH,TUL
2001-03-30 23:48:00.000000,2,874,ATL,SAT
2001-03-31 07:04:00.000000,-8,373,LAX,SMF
2001-03-31 08:45:00.000000,-5,737,STL,BWI
2001-03-31 10:33:00.000000,-5,2457,SFO,BWI
2001-03-31 12:32:00.000000,5,758,MCO,IAD
2001-03-31 13:32:00.000000,-10,335,SDF,PIT
2001-03-31 13:35:00.000000,-6,251,MDW,STL
2001-03-31 13:55:00.000000,18,1090,MIA,JFK
2001-03-31 15:23:00.000000,19,1024,EWR,PBI
2001-03-31 16:16:00.000000,-8,302,MOB,ATL
2001-03-31 18:40:00.000000,3,181,OKC,DAL
2001-03-31 19:02:00.000000,-1,1276,MSP,PHX
